common_name,pubchem_id,flavor_profile,detail_url,CID,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,IUPACName
SCHEMBL1954465,67225311,sweet-like,,67225311,C12H22O11,342.30,C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,C1C(C(C(C(O1)(CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,"(2R,3S,4R,5R)-2-(hydroxymethyl)-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol"
SCHEMBL1972749,67233004,sweet-like,,67233004,C10H15N6O6P,346.24,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CN)OP(=O)(O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CN)OP(=O)(O)O)O)N,"[(2R,3S,4R,5R)-2-(aminomethyl)-5-(6-aminopurin-9-yl)-4-hydroxyoxolan-3-yl] dihydrogen phosphate"
SCHEMBL1972753,67233006,sweet-like,,67233006,C10H15N6O6P,346.24,C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CN)OP(=O)(O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CN)OP(=O)(O)O)O)N,"[(2R,5R)-2-(aminomethyl)-5-(6-aminopurin-9-yl)-4-hydroxyoxolan-3-yl] dihydrogen phosphate"
SCHEMBL1978341,67235049,sweet-like,,67235049,C12H22O11,342.30,C1[C@@H]([C@@]([C@@H]([C@H](O1)CO)O)(O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2O)CO)O)O)O,C1C(C(C(C(O1)CO)O)(O)OC2C(C(C(OC2O)CO)O)O)O,"(2R,3R,4R,5S)-2-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol"
SCHEMBL1979412,67235458,sweet-like,,67235458,C12H24O12,360.31,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O.C(C1C(C(C(C(O1)O)O)O)O)O,"(2R,3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol;(2S,3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
SCHEMBL1985946,67237724,sweet-like,,67237724,C14H28O12,388.36,CO[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O.CO[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,COC1C(C(C(OC1O)CO)O)O.COC1C(C(C(OC1O)CO)O)O,"(2S,3R,4S,5S,6R)-6-(hydroxymethyl)-3-methoxyoxane-2,4,5-triol;(3R,4S,5S,6R)-6-(hydroxymethyl)-3-methoxyoxane-2,4,5-triol"
SCHEMBL2001871,67243529,sweet-like,,67243529,C9H18O8,254.23,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)OCC(CO)O)O)O)O,C(C1C(C(C(C(O1)O)OCC(CO)O)O)O)O,"(2S,3S,4S,5S,6R)-3-(2,3-dihydroxypropoxy)-6-(hydroxymethyl)oxane-2,4,5-triol"
SCHEMBL2007313,67245415,sweet-like,,67245415,C12H22O11,342.30,C([C@H]1[C@@H]([C@H]([C@@H](C(O1)OC2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)O)O)O)O,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"(2S,3R,4R,5S)-2-(hydroxymethyl)-6-[(3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol"
SCHEMBL2012456,67247301,sweet-like,,67247301,C9H18O9,270.23,C([C@@H]1[C@H]([C@@H]([C@]([C@H](O1)O)(O)OCC(CO)O)O)O)O,C(C1C(C(C(C(O1)O)(O)OCC(CO)O)O)O)O,"(2S,3S,4S,5S,6R)-3-(2,3-dihydroxypropoxy)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
SCHEMBL2018234,67249642,sweet-like,,67249642,C12H19Cl3NaO8,420.6,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O.[Na],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O.[Na],
SCHEMBL2023140,67251405,sweet-like,,67251405,C38H60O17,788.9,C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@]34CC[C@@H]5[C@]6(CCCC([C@@H]6CC[C@@]5(C3)CC4=C)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(C(OC2OC34CCC5C6(CCCC(C6CCC5(C3)CC4=C)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)CO)O)O)O)O)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4R,9R,10S,13S)-13-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate"
SCHEMBL2024112,67251763,sweet-like,,67251763,C38H60O18,804.9,C[C@]12CCCC([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4R,9R,10S,13S)-13-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate"
SCHEMBL2026726,67252671,sweet-like,,67252671,C37H58O17,774.8,C[C@]12CCC[C@@]([C@@H]1CC[C@@]34[C@@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4R,5R,9R,10S,13R)-13-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate"
SCHEMBL2026728,67252672,sweet-like,,67252672,C37H58O17,774.8,C[C@]12CCCC([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4R,9R,10S,13S)-13-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate"
SCHEMBL2039313,67257476,sweet-like,,67257476,C12H24O12,360.31,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O.C(C1C(C(C(C(O1)O)O)O)O)O,"(2R,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol;(2S,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
SCHEMBL2040670,67257954,sweet-like,,67257954,C10H14N6O4,282.26,C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CON)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CON)O)O)N,"(2R,5R)-2-(aminooxymethyl)-5-(6-aminopurin-9-yl)oxolane-3,4-diol"
SCHEMBL2044458,67258870,sweet-like,,67258870,C10H14N6O6P+,345.23,C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CON[P+](=O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CON[P+](=O)O)O)O)N,"[[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxyamino]-hydroxy-oxophosphanium"
SCHEMBL2064782,67265595,sweet-like,,67265595,C6H11BrO6,259.05,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)OBr)O)O)O,C(C1C(C(C(C(O1)O)OBr)O)O)O,"[(3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl] hypobromite"
Adenosine 5'-monophosphate xsodium salt,67285554,sweet-like,,67285554,C10H14N5NaO7P,370.21,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.[Na],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N.[Na],
SCHEMBL2128496,67286742,sweet-like,,67286742,C12H22NaO11,365.29,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.[Na],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.[Na],
SCHEMBL2153689,67297573,sweet-like,,67297573,C38H63NO18,821.9,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O.N,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O.N,"azane;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,4S,5R,9S,10R,13S)-13-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate"
SCHEMBL2217172,67320492,sweet-like,,67320492,C11H16N5O7P,361.25,COC1[C@@H](O[C@@H](C1OP(=O)(O)O)CO)N2C=NC3=C(N=CN=C32)N,COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)(O)O,"[(2R,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)-4-methoxyoxolan-3-yl] dihydrogen phosphate"
SCHEMBL2219902,67321390,sweet-like,,67321390,C12H22Ca2O11,422.45,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.[Ca].[Ca],C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.[Ca].[Ca],
SCHEMBL2233663,67327847,sweet-like,,67327847,C13H24O9,324.32,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)OC)C)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC)C)O)O)O)O,"(2R,3S,4S,5S,6R)-2-[(2S,3S,4S,5R,6R)-3,5-dihydroxy-2-methoxy-6-methyloxan-4-yl]oxy-6-methyloxane-3,4,5-triol"
SCHEMBL2233921,67327939,sweet-like,,67327939,C12H22NaO11,365.29,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.[Na],C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.[Na],
SCHEMBL2236569,67329001,sweet-like,,67329001,C13H24O9,324.32,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2OC)C)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(C(OC2OC)C)O)O)O)O)O,"(2R,3S,4S,5S,6R)-2-[(2S,3S,4S,5S,6R)-4,5-dihydroxy-2-methoxy-6-methyloxan-3-yl]oxy-6-methyloxane-3,4,5-triol"
SCHEMBL2236730,67329046,sweet-like,,67329046,C12H22O9,310.30,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)C)O)O)O)O)O,CC1C(C(C(C(O1)O)OC2C(C(C(C(O2)C)O)O)O)O)O,"(2S,3S,4S,5S,6R)-6-methyl-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxane-2,4,5-triol"
SCHEMBL2239479,67330028,sweet-like,,67330028,C14H22N5O7P,403.33,CCCCOP(=O)(O)OC1[C@H](O[C@H](C1O)N2C=NC3=C(N=CN=C32)N)CO,CCCCOP(=O)(O)OC1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO,"[(2R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] butyl hydrogen phosphate"
SCHEMBL2246341,67332568,sweet-like,,67332568,C10H13MnN5O4,322.18,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N.[Mn],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N.[Mn],"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol;manganese"
SCHEMBL2246349,67332573,sweet-like,,67332573,C10H13MnN5O4,322.18,C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CO)O)O)N.[Mn],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N.[Mn],"(2R,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol;manganese"
SCHEMBL2256922,67336956,sweet-like,,67336956,C10H16N5NaO8P,388.23,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N.OP(=O)(O)O.[Na],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N.OP(=O)(O)O.[Na],
SCHEMBL2285094,67348439,sweet-like,,67348439,C21H20O11,448.4,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC(=C(C=C4)O)O)O)O)O)O,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC(=C(C=C4)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-7-[(3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one"
SCHEMBL2286503,67349037,sweet-like,,67349037,C11H20O10,312.27,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)OC2[C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,C(C1C(C(C(C(O1)O)OC2C(C(C(O2)CO)O)O)O)O)O,"(2R,3R,4S,5S,6R)-3-[(3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-2,4,5-triol"
Stevioside hydrate,67350109,sweet-like,,67350109,C38H62O19,822.9,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O.O,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O.O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,4S,5R,9S,10R,13S)-13-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate;hydrate"
SCHEMBL2289914,67350625,sweet-like,,67350625,C38H60O18,804.9,C[C@]12CCC[C@@]([C@@H]1CC[C@@]34[C@@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4R,5R,9R,10S,13R)-13-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate"
SCHEMBL2290293,67350816,sweet-like,,67350816,C11H20O10,312.27,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O,C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O,"(2S,3R,4S,5S,6R)-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol"
SCHEMBL2292674,67351818,sweet-like,,67351818,C9H18O8,254.23,C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)OCC(CO)O)O)O)O)O,C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O,"(3S,4S,5S,6R)-2-(2,3-dihydroxypropoxy)-6-(hydroxymethyl)oxane-3,4,5-triol"
SCHEMBL2292875,67351891,sweet-like,,67351891,C9H18O7,238.23,C(CO)COC1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,C(CO)COC1C(C(C(C(O1)CO)O)O)O,"(2R,3S,4S,5S)-2-(hydroxymethyl)-6-(3-hydroxypropoxy)oxane-3,4,5-triol"
SCHEMBL2331559,67366665,sweet-like,,67366665,C13H24O12,372.32,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)COCO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COCO)O)O)O)O,"(2S,3R,4R,5S,6R)-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethoxymethyl)oxan-2-yl]oxyoxane-2,3,4-triol"
SCHEMBL2354452,67375559,sweet-like,,67375559,C12H22O11,342.30,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,"(2S,3R,4S,5R,6R)-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol"
SCHEMBL2385113,67388116,sweet-like,,67388116,C6H11NaO6,202.14,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)[O-])O)O)O)O.[Na+],C(C1C(C(C(C(O1)[O-])O)O)O)O.[Na+],"sodium (3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-olate"
SCHEMBL2385117,67388118,sweet-like,,67388118,C6H12NaO6,203.15,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O.[Na],C(C1C(C(C(C(O1)O)O)O)O)O.[Na],
SCHEMBL2436286,67406893,sweet-like,,67406893,C13H23N6O8P,422.33,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.C(CN)CO,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N.C(CN)CO,"3-aminopropan-1-ol;[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
SCHEMBL2441834,67409435,sweet-like,,67409435,C12H24O6,264.31,CCCCCCO[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)CO)O)O)O,CCCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2S,3S,4R,5R,6R)-2-hexoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
SCHEMBL2442994,67410024,sweet-like,,67410024,C12H24O6,264.31,CCCCCCO[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO)O)O)O,CCCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2S,3R,4R,5S,6R)-2-hexoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
SCHEMBL2443022,67410034,sweet-like,,67410034,C9H18O6,222.24,CCCO[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO)O)O)O,CCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3S,4R,5R,6S)-2-(hydroxymethyl)-6-propoxyoxane-3,4,5-triol"
SCHEMBL2444269,67410584,sweet-like,,67410584,C11H22O6,250.29,CCCCCO[C@@H]1[C@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,CCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3R,4S,5S,6S)-2-(hydroxymethyl)-6-pentoxyoxane-3,4,5-triol"
Propyl beta-D-mannopyranoside,67410585,sweet-like,,67410585,C9H18O6,222.24,CCCO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,CCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3S,4S,5S,6R)-2-(hydroxymethyl)-6-propoxyoxane-3,4,5-triol"
SCHEMBL2444304,67410603,sweet-like,,67410603,C10H20O6,236.26,CCCCO[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO)O)O)O,CCCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3R,4R,5S,6R)-2-butoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
SCHEMBL2444306,67410605,sweet-like,,67410605,C10H20O6,236.26,CCCCO[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO)O)O)O,CCCCOC1C(C(C(C(O1)CO)O)O)O,"(2S,3R,4R,5S,6R)-2-butoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
SCHEMBL2444345,67410620,sweet-like,,67410620,C11H22O6,250.29,CCCCCO[C@H]1[C@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,CCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3R,4S,5S,6R)-2-(hydroxymethyl)-6-pentoxyoxane-3,4,5-triol"
SCHEMBL2444361,67410629,sweet-like,,67410629,C9H18O6,222.24,CCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,CCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-propoxyoxane-3,4,5-triol"
SCHEMBL2444362,67410630,sweet-like,,67410630,C9H18O6,222.24,CCCO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,CCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-propoxyoxane-3,4,5-triol"
SCHEMBL2444450,67410681,sweet-like,,67410681,C12H24O6,264.31,CCCCCCO[C@H]1[C@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,CCCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3S,4S,5R,6R)-2-hexoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
SCHEMBL2444454,67410683,sweet-like,,67410683,C12H24O6,264.31,CCCCCCO[C@@H]1[C@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,CCCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2S,3S,4S,5R,6R)-2-hexoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
SCHEMBL2444601,67410760,sweet-like,,67410760,C11H22O6,250.29,CCCCCO[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)CO)O)O)O,CCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,3R,4R,5S,6S)-2-(hydroxymethyl)-6-pentoxyoxane-3,4,5-triol"
SCHEMBL2444892,67410919,sweet-like,,67410919,C10H20O6,236.26,CCCCO[C@@H]1[C@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,CCCCOC1C(C(C(C(O1)CO)O)O)O,"(2S,3S,4S,5R,6R)-2-butoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
